url,headline
https://www.nbcnews.com/video/inside-the-california-retail-store-built-and-run-entirely-by-ai-261290053934,Inside the California retail store built and run entirely by AI
https://www.nbcnews.com/video/influencer-impersonation-scams-are-targeting-users-online-261290053855,Influencer impersonation scams are targeting users online
https://www.nbcnews.com/video/chinese-humanoid-robots-prepare-for-second-ever-half-marathon-in-beijing-261285445622,Chinese humanoid robots prepare for second-ever half marathon in Beijing
https://www.today.com/video/nasa-s-jared-isaacman-on-what-s-next-for-artemis-ii-261225029729,NASA's Jared Isaacman on What's Next for Artemis II
https://www.today.com/video/hear-what-the-artemis-ii-crew-said-after-their-return-to-earth-261225029681,Artemis II Crew Reunites With Loved Ones After Historic Moon Trip
https://www.today.com/video/amazon-to-discontinue-support-to-kindles-released-prior-to-2012-261105733857,Amazon Discontinues Support for Kindle Models Before 2012
https://www.today.com/video/artemis-ii-astronauts-prepare-for-splashdown-after-historic-mission-261082181823,Artemis II Prepares its Return From Historic Moon Mission
https://www.nbcnews.com/tech/tech-news,Tech News
https://www.nbcnews.com/business,Business News
https://www.nbcnews.com/politics/2026-election/swalwell-exit-democrat-fresh-look-california-governor-race-rcna341319,"After Eric Swalwell's exit, one Democrat is getting a fresh look in the California governor's race"
https://www.nbcnews.com/news/us-news/d4vd-significant-amount-child-sex-abuse-images-icloud-account-prosecut-rcna341618,"D4vd had significant amount of child sex abuse images on iCloud, prosecutors say"
https://www.nbcnews.com/pop-culture/pop-culture-news,Pop Culture News
https://www.nbcnews.com/pop-culture/pop-culture-news/darrell-sheets-star-reality-tv-hit-storage-wars-dies-67-rcna341609,"Darrell Sheets, star of reality TV hit 'Storage Wars,' dies at 67"
https://www.nbcnews.com/pop-culture/pop-culture-news/andre-giant-honored-tiny-north-carolina-town-roadside-marker-rcna341619,Andre The Giant honored by tiny North Carolina town with roadside marker
https://www.nbcnews.com/pop-culture/tv/mormon-wives-are-headed-west-new-spinoff-cast-announced-rcna341557,The 'Mormon Wives' are headed west. A new spinoff and cast announced
https://www.today.com/video/craig-melvin-s-son-joins-today-on-take-your-kids-to-work-day-261978181521,Craig Melvin's Son Joins TODAY on Take Your Kids to Work Day
https://www.today.com/video/cedric-the-entertainer-on-broadway-show-comedy-journey-more-261974597739,Cedric the Entertainer Talks ‘Joe Turner’s Come and Gone’
https://www.today.com/video/justin-theroux-on-running-point-s2-playing-awful-people-more-261975109818,"Justin Theroux on ‘Running Point' S2, Playing 'Awful People,' More"
https://www.today.com/video/maria-sharapova-talks-defining-female-ambition-in-pretty-tough-261973573776,"Maria Sharapova Shares Inspiration Behind Podcast ‘Pretty Tough,’"
https://www.nbcnews.com/culture-matters,Read more
https://www.nbcnews.com/tech/tech-news/age-verification-laws-advocates-express-concerns-rcna331835,Age verification is coming for the internet — and it's already raising red flags
https://www.nbcnews.com/pop-culture/pop-culture-news/blake-lively-justin-baldoni-workplace-protections-on-the-lot-rcna267475,The law that would have changed Blake Lively's case
https://www.nbcnews.com/pop-culture/viral/ai-fruit-love-island-tiktok-slop-popularity-rcna264946,The AI fruit drama on TikTok that's too juicy to pass up
https://www.nbcnews.com/tech/internet/epstein-jeffrey-island-little-st-james-video-files-statue-trump-rcna263014,Vlogging Epstein's island: Influencers go viral filming the sex offender's former residence
https://www.nbcnews.com/pop-culture/pop-culture-news/mrbeast-former-staffer-allegations-company-sexism-rcna341473,Former MrBeast staffer accuses his company of sexism and parental leave violations
https://www.nbcnews.com/news/us-news/brazilian-fitness-influencer-drowns-ironman-triathlon-texas-rcna341012,Brazilian fitness influencer drowns during Ironman triathlon in Texas
https://www.nbcnews.com/business/personal-finance/rock-paper-scissors-tournament-rcna332263,"Into the world of competitive rock, paper, scissors"
https://www.nbcnews.com/pop-culture/music/sabrina-carpenter-brings-surprise-guest-madonna-coachella-set-rcna332403,Sabrina Carpenter brings out surprise guest Madonna for Coachella set
https://www.nbcnews.com/pop-culture/pop-culture-news/avengers-doomsday-top-gun-3-dune-3-cinemacon-studios-tease-slate-rcna332279,From 'Dune 3' to a 'Social Network' sequel: The buzziest titles teased at CinemaCon
https://www.nbcnews.com/pop-culture/pop-culture-news/cinemacon-paramount-warner-bros-discovery-deal-on-the-lot-newsletter-rcna332264,CinemaCon's elephant in the room: The Paramount–Warner Bros. Discovery merger
https://www.nbcnews.com/pop-culture/pop-culture-news/no-charges-taylor-frankie-paul-ex-dylan-mortensen-utah-case-rcna332289,No charges to be filed against Taylor Frankie Paul's ex-boyfriend in Utah case
https://www.nbcnews.com/business/media/david-ellison-paramount-warner-bros-discovery-merger-cinemacon-rcna332223,David Ellison vows Paramount–Warner Bros. Discovery merger won't cut film output
https://www.nbcnews.com/pop-culture/pop-culture-news/lorne-michaels-documentary-saturday-night-live-focus-features-rcna331840,"In 'Lorne' doc, 'SNL' creator doesn't seem keen to retire (yet)"
https://www.nbcnews.com/pop-culture/pop-culture-news/controversial-influencer-clavicular-hospitalized-suspected-overdose-mi-rcna331903,"Influencer Clavicular hospitalized after suspected overdose in Miami, rep says"
https://www.nbcnews.com/pop-culture/pop-culture-news/alex-cooper-alix-earle-brianna-chickenfry-social-media-spat-rcna332079,'Call Her Daddy' host Alex Cooper says social media spat with Alix Earle is 'not a PR stunt'
https://www.nbcnews.com/pop-culture/pop-culture-news/val-kilmer-ai-likeness-as-deep-as-the-grave-preview-cinemacon-rcna331867,AI-generated Val Kilmer applauded at Cinemacon during 'As Deep as the Grave' preview
https://www.nbcnews.com/news/us-news/family-influencer-disputes-polices-claim-suicide-rcna331916,Family disputes suicide claim after influencer dies on vacation with fiancé
https://www.nbcnews.com/pop-culture/pop-culture-news/real-housewives-miami-star-lisa-hochstein-turns-herself-in-rcna332010,'Real Housewives of Miami' star Lisa Hochstein turns herself in after she's accused of spying
https://www.nbcnews.com/world/europe/kanye-west-postpones-france-concert-marseille-britain-antisemitism-rcna331896,Kanye West postpones France show after officials said he was 'not welcome'
https://www.nbcnews.com/pop-culture/pop-culture-news/britney-spears-encouraged-people-close-get-help-arrest-source-says-rcna331653,"Britney Spears encouraged by people close to her to get help after arrest, source says"
https://www.nbcnews.com/pop-culture/pop-culture-news/justin-bieber-coachella-set-internet-youtube-nostalgia-criticism-rcna331538,YouTube clips and a bare stage: How Justin Bieber captivated Coachella
https://www.nbcnews.com/pop-culture/pop-culture-news/justin-baldoni-seeks-block-jenny-slate-colleen-hoover-evidence-blake-l-rcna301270,Justin Baldoni seeks to block Jenny Slate and Colleen Hoover evidence in Blake Lively trial
https://www.nbcnews.com/pop-culture/pop-culture-news/summer-house-amanda-batula-apologizes-west-wilson-backlash-rcna273689,'Summer House' star Amanda Batula apologizes amid West Wilson relationship backlash
https://www.nbcnews.com/investigations/documents-show-live-nation-muscled-venues-artists-rivals-rcna267319,"Documents reveal how Live Nation muscled venues, artists — while under government scrutiny"
https://www.nbcnews.com/world/united-kingdom/kanye-west-offers-meet-jewish-community-uk-ban-wireless-festival-rcna266842,Kanye West blocked from entering U.K. to headline music festival over antisemitic comments
https://www.nbcnews.com/pop-culture/pop-culture-news/dakota-mortensen-cut-vanderpump-villa-taylor-frankie-paul-fallout-rcna266616,Dakota Mortensen will be cut from upcoming season of 'Vanderpump Villa'
https://www.nbcnews.com/pop-culture/pop-culture-news/blake-lively-justin-baldoni-saga-continues-on-the-lot-rcna266619,"Blake Lively-Justin Baldoni legal battle narrows, but retaliation claims still in play"
https://www.nbcnews.com/pop-culture/pop-culture-news/the-drama-a24-controversial-plot-twist-gun-safety-activists-response-rcna265950,'The Drama' courts controversy over major plot twist
https://www.nbcnews.com/pop-culture/pop-culture-news/blake-lively-justin-baldoni-lawsuit-judge-dismisses-some-claims-rcna266476,Judge dismisses most claims in Blake Lively's lawsuit against Justin Baldoni
https://www.nbcnews.com/news/us-news/appreciation-appropriation-black-culture-shaping-gen-z-slang-rcna265993,Gen Z slang is reshaping linguistics in real time — with Black culture's influence
https://www.nbcnews.com/pop-culture/tv,TV
https://www.nbcnews.com/pop-culture/music,Music
https://www.nbcnews.com/sports/nfl/live-blog/nfl-draft-2026-live-updates-rcna267546,Fernando Mendoza goes to Raiders; Rams take Ty Simpson in NFL draft
https://www.nbcnews.com/news/us-news/mike-vrabel-skip-draft-counseling-dianna-russini-scandal-rcna341599,Mike Vrabel says he's 'committed to seeking counseling' starting this weekend
https://www.nbcsports.com/mlb/news/mets-francisco-lindor-goes-on-injured-list-with-more-extreme-calf-injury-than-juan-sotos?cid=nbcnews,Mets' Francisco Lindor goes on injured list with more extreme calf injury than Juan Soto
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-new-england-patriots-select-caleb-lomu-with-no-28-pick?cid=nbcnews,NFL Draft 2026: New England Patriots select Caleb Lomu with No. 28 pick
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-chicago-bears-select-dillon-thieneman-with-no-25-pick?cid=nbcnews,NFL Draft 2026: Chicago Bears select Dillon Thieneman with No. 25 pick
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-dallas-cowboys-select-malachi-lawrence-with-no-23-pick?cid=nbcnews,NFL Draft 2026: Dallas Cowboys select Malachi Lawrence with No. 23 pick
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-los-angeles-chargers-select-akheem-mesidor-with-no-22-pick?cid=nbcnews,NFL Draft 2026: Los Angeles Chargers select Akheem Mesidor with No. 22 pick
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-detroit-lions-select-blake-miller-with-no-17-pick?cid=nbcnews,NFL Draft 2026: Detroit Lions select Blake Miller with No. 17 pick
https://www.nbcsports.com/watch/nfl/profootballtalk/pft-pm/nfl-draft-2026-pittsburgh-steelers-select-max-iheanachor-with-no-21-pick?cid=nbcnews,NFL Draft 2026: Pittsburgh Steelers select Max Iheanachor with No. 21 pick
https://www.nbcsports.com/watch/nfl/chris-simms-unbuttoned/nfl-draft-2026-analyzing-philadelphia-eagles-makai-lemon-pick-at-no-20?cid=nbcnews,NFL Draft 2026: Analyzing Philadelphia Eagles' Makai Lemon pick at No. 20
